fpr,tpr
0.0,0.0
0.0,0.016666666666666666
0.0,0.11666666666666667
0.016666666666666666,0.11666666666666667
0.016666666666666666,0.15
0.03333333333333333,0.15
0.03333333333333333,0.35
0.05,0.35
0.05,0.38333333333333336
0.06666666666666667,0.38333333333333336
0.06666666666666667,0.43333333333333335
0.08333333333333333,0.43333333333333335
0.08333333333333333,0.48333333333333334
0.11666666666666667,0.48333333333333334
0.11666666666666667,0.6333333333333333
0.15,0.6333333333333333
0.15,0.65
0.2,0.65
0.2,0.6666666666666666
0.21666666666666667,0.6666666666666666
0.21666666666666667,0.7166666666666667
0.31666666666666665,0.7166666666666667
0.31666666666666665,0.7333333333333333
0.38333333333333336,0.7333333333333333
0.38333333333333336,0.75
0.4,0.75
0.4,0.7833333333333333
0.45,0.7833333333333333
0.45,0.8
0.4666666666666667,0.8
0.4666666666666667,0.8166666666666667
0.48333333333333334,0.8166666666666667
0.48333333333333334,0.85
0.5666666666666667,0.85
0.5666666666666667,0.8666666666666667
0.6166666666666667,0.8666666666666667
0.6166666666666667,0.8833333333333333
0.6333333333333333,0.8833333333333333
0.6333333333333333,0.9166666666666666
0.6666666666666666,0.9166666666666666
0.6666666666666666,0.9333333333333333
0.7166666666666667,0.9333333333333333
0.7166666666666667,0.95
0.85,0.95
0.85,0.9833333333333333
0.8666666666666667,0.9833333333333333
0.8666666666666667,1.0
1.0,1.0
