fpr,tpr
0.0,0.0
0.0,0.016666666666666666
0.0,0.16666666666666666
0.016666666666666666,0.16666666666666666
0.016666666666666666,0.2
0.03333333333333333,0.2
0.03333333333333333,0.21666666666666667
0.05,0.21666666666666667
0.05,0.2833333333333333
0.06666666666666667,0.2833333333333333
0.06666666666666667,0.31666666666666665
0.08333333333333333,0.31666666666666665
0.08333333333333333,0.3333333333333333
0.11666666666666667,0.3333333333333333
0.11666666666666667,0.4166666666666667
0.15,0.4166666666666667
0.15,0.45
0.16666666666666666,0.45
0.16666666666666666,0.5666666666666667
0.18333333333333332,0.5666666666666667
0.18333333333333332,0.6833333333333333
0.2,0.6833333333333333
0.2,0.7
0.25,0.7
0.25,0.7166666666666667
0.3,0.7166666666666667
0.3,0.7333333333333333
0.31666666666666665,0.7333333333333333
0.31666666666666665,0.8
0.36666666666666664,0.8
0.36666666666666664,0.8666666666666667
0.4166666666666667,0.8666666666666667
0.4166666666666667,0.8833333333333333
0.43333333333333335,0.8833333333333333
0.43333333333333335,0.9166666666666666
0.4666666666666667,0.9166666666666666
0.4666666666666667,0.9333333333333333
0.5166666666666667,0.9333333333333333
0.5166666666666667,0.95
0.6166666666666667,0.95
0.6166666666666667,0.9666666666666667
0.7,0.9666666666666667
0.7,0.9833333333333333
0.9666666666666667,0.9833333333333333
0.9666666666666667,1.0
1.0,1.0
