fpr,tpr
0.0,0.0
0.0,0.016666666666666666
0.0,0.55
0.016666666666666666,0.55
0.016666666666666666,0.65
0.03333333333333333,0.65
0.03333333333333333,0.6833333333333333
0.05,0.6833333333333333
0.05,0.7
0.06666666666666667,0.7
0.06666666666666667,0.8166666666666667
0.1,0.8166666666666667
0.1,0.85
0.13333333333333333,0.85
0.13333333333333333,0.8833333333333333
0.16666666666666666,0.8833333333333333
0.16666666666666666,0.9166666666666666
0.18333333333333332,0.9166666666666666
0.18333333333333332,0.9666666666666667
0.2833333333333333,0.9666666666666667
0.2833333333333333,0.9833333333333333
0.31666666666666665,0.9833333333333333
0.31666666666666665,1.0
1.0,1.0
