y_true,prob
1,0.9879099130630492
0,0.0006687233690172
1,0.9631876945495604
0,0.011155717074871
1,0.7888502478599548
0,0.0741800218820571
1,0.8931702971458435
0,0.2853144705295563
1,0.8980620503425598
0,0.0499681197106838
1,0.8000137209892273
0,0.2777261137962341
1,0.9382458925247192
0,4.339031511335634e-05
1,0.9837587475776672
0,0.0773510485887527
1,0.9437525868415833
0,0.2166956663131714
1,0.9779154658317566
0,0.9298494458198548
1,0.9463140964508056
0,0.1312623769044876
1,0.8382667303085327
0,0.0295278038829565
1,0.9837231636047364
0,0.3230383992195129
1,0.9081971049308776
0,0.6862313151359558
1,0.6785153746604919
0,0.2537422478199005
1,0.7492841482162476
0,0.0235281232744455
1,0.6672993302345276
0,0.0715329721570015
1,0.8281043171882629
0,0.0157738756388425
1,0.2589045166969299
0,0.0656104609370231
1,0.3690449297428131
0,0.6742894649505615
1,0.3069942891597748
0,0.071292445063591
1,0.4632747173309326
0,0.0025676470249891
1,0.5333887338638306
0,0.7668099999427795
1,0.358821302652359
0,0.0476303361356258
1,0.2612492740154266
0,0.0318082831799984
1,0.7435725927352905
0,0.3681015074253082
1,0.9733728766441344
0,0.0159055050462484
1,0.4065552949905395
0,0.1351551562547683
1,0.8072651028633118
0,0.1067970097064971
1,0.959355354309082
0,0.0381222367286682
1,0.7472055554389954
0,0.004383010789752
1,0.934416890144348
0,0.7973055243492126
1,0.8941931128501892
0,0.4680825173854828
1,0.8988935947418213
0,0.0001849274995038
1,0.4712247252464294
0,0.0228491481393575
1,0.5953599810600281
0,0.0206231269985437
1,0.975454568862915
0,0.275912880897522
1,0.963972270488739
0,0.8008862733840942
1,0.778666079044342
0,0.0050166733562946
1,0.7612943053245544
0,0.2329103946685791
1,0.7323537468910217
0,0.0534601137042045
1,0.5709984302520752
0,0.3330452740192413
1,0.9835561513900756
0,0.5757910013198853
1,0.9811267256736756
0,0.1603098064661026
1,0.7276986241340637
0,0.0628672316670417
1,0.9466100931167604
0,0.4661000669002533
1,0.7742849588394165
0,0.0023986184969544
1,0.9755622148513794
0,0.0109487948939204
1,0.8009047508239746
0,0.021665446460247
1,0.9488450288772584
0,0.007342891767621
1,0.6068088412284851
0,0.0021842571441084
1,0.915002167224884
0,0.1527024060487747
1,0.9823134541511536
0,0.0075205503962934
1,0.9678999781608582
0,0.1335204690694809
1,0.9191297888755798
0,0.1224255710840225
1,0.8354328274726868
0,0.032238770276308
1,0.5332196950912476
0,0.0583391711115837
1,0.7745057344436646
0,0.056152407079935
1,0.9363135099411012
0,0.0829499214887619
1,0.9680023789405824
0,0.1845806688070297
1,0.7117515206336975
0,0.0007570237503387
1,0.0245023872703313
0,0.1528724730014801
1,0.8040226697921753
0,0.2949204444885254
1,0.9729883074760436
0,0.0091971829533576
1,0.1014921814203262
0,0.0293192267417907
1,0.4832689762115478
0,0.0351208932697773
1,0.9705045819282532
0,0.6791613698005676
1,0.9572360515594482
0,0.238205999135971
1,0.3847121894359588
0,0.0920674353837966
1,0.7168885469436646
0,0.0036104237660765
1,0.4766690135002136
0,0.9028961658477784
1,0.7295950651168823
0,0.0080424873158335
1,0.895282506942749
0,0.0028208524454385
1,0.5140368342399597
0,0.0616078376770019
1,0.8261755108833313
0,0.4861124455928802
1,0.5071927905082703
0,0.3093307912349701
1,0.4141023159027099
0,0.0389680080115795
1,0.4417827427387237
0,0.0042763566598296
1,0.944383442401886
0,0.0259680822491645
1,0.9393507838249208
0,0.0219572726637125
1,0.9272702932357788
0,0.3923653960227966
1,0.7475870847702026
0,0.0269252695143222
1,0.6348665356636047
0,0.006799956317991
1,0.4750959277153015
0,0.0464369319379329
1,0.9367132186889648
0,0.0064250458963215
1,0.9764710664749146
0,0.0048346174880862
1,0.8504330515861511
0,0.0049741654656827
1,0.299324482679367
0,0.0054141748696565
1,0.9489085674285888
0,0.1116310134530067
1,0.7593710422515869
0,0.0034073861315846
1,0.854871928691864
0,0.0048445407301187
1,0.7342379093170166
0,0.0001463213120587
1,0.4522028863430023
0,0.087594948709011
1,0.7915486693382263
0,0.8414434194564819
1,0.9415646195411682
0,0.0045045148581266
1,0.9811595678329468
0,0.4931448400020599
1,0.8755623698234558
0,0.0241517219692468
1,0.3981548249721527
0,0.0157684944570064
1,0.0199110396206378
0,0.2593427300453186
1,0.8799461722373962
0,0.0091734146699309
1,0.853174090385437
0,0.0027626913506537
1,0.8068975806236267
0,0.0018382329726591
1,0.7602344751358032
0,0.0048229563981294
1,0.7858331203460693
0,0.0844673067331314
1,0.9174014925956726
0,0.6282486319541931
1,0.9530277252197266
0,0.0001468572154408
1,0.6039714217185974
0,0.0366093106567859
1,0.3741128742694855
0,0.0022191882599145
1,0.9435309171676636
0,0.2777179181575775
1,0.5963549613952637
0,0.1471123546361923
1,0.9164586067199708
0,0.3927169442176819
1,0.8035078048706055
0,0.121145561337471
1,0.7456661462783813
0,0.6506177186965942
1,0.392250508069992
0,0.0695979669690132
1,0.9438641667366028
0,0.1907565146684646
1,0.7497872710227966
0,0.0842928066849708
1,0.8321636915206909
0,0.2877766191959381
1,0.3766460418701172
0,0.0987465679645538
1,0.8239442110061646
0,0.4575793445110321
1,0.0557422935962677
0,0.0326923243701458
1,0.903849959373474
0,0.571505606174469
1,0.5253737568855286
0,0.0001496971672168
1,0.1772287636995315
0,0.0020727107767015
1,0.3130668699741363
0,0.0003988000680692
1,0.9315570592880248
0,0.0026848567649722
1,0.891152560710907
0,0.0497635006904602
1,0.526054859161377
0,0.1188424006104469
1,0.5778425931930542
0,0.0010573469335213
1,0.8635164499282837
0,0.0341883152723312
1,0.1731187403202057
0,0.1220429986715316
1,0.4558071494102478
0,0.2967042326927185
1,0.9623016715049744
0,0.0024599547032266
1,0.9897809028625488
0,0.1875229775905609
1,0.96841698884964
0,0.0005621121963486
1,0.9480642676353456
0,0.1047426983714103
1,0.9894603490829468
0,0.6353856325149536
1,0.2621804177761078
0,0.1404723972082138
1,0.8261585831642151
0,0.0404645875096321
1,0.802453339099884
0,0.4948991537094116
1,0.8236240744590759
0,0.5037559866905212
1,0.9399460554122924
0,0.2251711040735244
1,0.7045830488204956
0,0.4128460884094238
1,0.9872776865959167
0,0.1103767231106758
1,0.9313552975654602
0,0.336875706911087
1,0.9887596368789672
0,0.1841829866170883
1,0.8958699107170105
0,0.0179472975432872
1,0.5877925157546997
0,0.0991153270006179
1,0.9950355291366576
0,0.0137960910797119
1,0.2580936849117279
0,0.0147814759984612
1,0.8596399426460266
0,0.0147088710218667
1,0.9861258864402772
0,0.0037271864712238
1,0.912648618221283
0,0.0007654899964109
1,0.3275890350341797
0,0.0009378371760249
1,0.972836434841156
0,0.0015436543617397
1,0.989022731781006
0,0.23234623670578
1,0.9887067079544068
0,0.6939055919647217
1,0.9850799441337584
0,0.0456492640078067
1,0.985846221446991
0,0.8271173238754272
1,0.9910813570022584
0,0.8901222944259644
1,0.8090757131576538
0,0.9332880973815918
1,0.9830031991004944
0,0.1235402151942253
1,0.9565492868423462
0,5.243806299404241e-06
1,0.3291486799716949
0,0.2010794579982757
1,0.9914895296096802
0,0.1299410611391067
1,0.8615673184394836
0,0.006782189477235
1,0.7022015452384949
0,0.038965605199337
1,0.5614143013954163
0,0.180102989077568
1,0.444214791059494
0,0.0003241857048124
1,0.2564172446727752
0,2.659688652784098e-05
1,0.9844775199890136
0,0.0054570767097175
1,0.1856333911418914
0,0.0845153108239173
1,0.9938848614692688
0,0.0039591565728187
1,0.9092978239059448
0,0.0156318452209234
1,0.9833058714866638
0,8.434929441136774e-06
1,0.9869760870933532
0,0.0005852687754668
1,0.8087676763534546
0,0.843277633190155
1,0.9367330074310304
0,0.2175914049148559
1,0.9044912457466124
0,0.1130513846874237
1,0.8284026980400085
0,0.1083150953054428
1,0.9944455623626708
0,0.006525794044137
1,0.9046791791915894
0,0.1557390689849853
1,0.9969229102134703
0,0.1434580683708191
1,0.9805895090103148
0,0.0243039447814226
1,0.9616929292678832
0,0.0069846999831497
1,0.9765689373016356
0,0.0740731582045555
1,0.9962357878684998
0,0.2000925093889236
1,0.9846424460411072
0,0.0421142876148223
1,0.9596509337425232
0,0.0806611403822898
1,0.9744616150856018
