y_true,prob
0,0.5468034744262695
1,0.8059995770454407
0,0.107182964682579
1,0.705493688583374
0,0.7407427430152893
1,0.7266450524330139
0,0.4559867680072784
1,0.7693384289741516
0,0.3906008303165436
1,0.516363263130188
0,0.2462770789861679
1,0.5448266863822937
0,0.5549536347389221
1,0.5051659345626831
0,0.4331488311290741
1,0.3158229291439056
0,0.3963973820209503
1,0.2346254587173462
0,0.4063050150871277
1,0.6299186944961548
0,0.2685599625110626
1,0.124000497162342
0,0.4476204216480255
1,0.5007473826408386
0,0.2297624796628952
1,0.8004270195960999
0,0.140739157795906
1,0.7531902194023132
0,0.3331705331802368
1,0.4069618880748749
0,0.3465355932712555
1,0.6113893389701843
0,0.3882247507572174
1,0.677749514579773
0,0.2509388923645019
1,0.2174934595823288
0,0.1234229579567909
1,0.5344131588935852
0,0.4548053443431854
1,0.2864518463611603
0,0.6177120208740234
1,0.1988740712404251
0,0.7532863616943359
1,0.7429973483085632
0,0.2332183569669723
1,0.3256636261940002
0,0.1963937878608703
1,0.5003485083580017
0,0.2145638763904571
1,0.278023362159729
0,0.4619505405426025
1,0.7188987135887146
0,0.3319139182567596
1,0.8125435709953308
0,0.2489706575870514
1,0.715752899646759
0,0.0966999232769012
1,0.2372834086418151
0,0.0624869056046009
1,0.3326043486595154
0,0.0705397874116897
1,0.2601514458656311
0,0.1410154700279235
1,0.3783104121685028
0,0.3430641293525696
1,0.6150830984115601
0,0.2103987485170364
1,0.6083292365074158
0,0.1982144862413406
1,0.4166128039360046
0,0.2764680981636047
1,0.4990118145942688
0,0.3338361382484436
1,0.2891828417778015
0,0.3809609413146972
1,0.5431381464004517
0,0.279399961233139
1,0.4190906286239624
0,0.2874789535999298
1,0.7240104079246521
0,0.2515649497509002
1,0.740638792514801
0,0.2727636098861694
1,0.4396416842937469
0,0.1759439706802368
1,0.1253145039081573
0,0.6090567708015442
1,0.5729755759239197
0,0.2759154736995697
1,0.6035553812980652
0,0.2964511811733246
1,0.5609308481216431
0,0.2909331619739532
1,0.6073678731918335
0,0.0331134088337421
1,0.5844883918762207
0,0.0971279144287109
1,0.5369634032249451
0,0.1701058149337768
1,0.4615068137645721
0,0.2656250596046448
1,0.6717807054519653
0,0.6015188694000244
1,0.797385036945343
0,0.3796944618225097
1,0.1161545887589454
0,0.2117504775524139
1,0.6772990822792053
0,0.0426658317446708
1,0.7275441288948059
0,0.1523002833127975
1,0.2766681313514709
0,0.074288509786129
1,0.7961169481277466
0,0.4833695590496063
1,0.6603699326515198
0,0.1583984792232513
1,0.792669951915741
0,0.3034302294254303
1,0.2483108788728714
0,0.150902658700943
1,0.8371361494064331
0,0.913455605506897
1,0.8659542798995972
0,0.5763587951660156
1,0.9657518267631532
0,0.4793959259986877
1,0.8095857501029968
0,0.0816198661923408
1,0.2394316643476486
0,0.1266757249832153
1,0.9356094598770142
0,0.289159744977951
1,0.6876039505004883
0,0.2215604931116104
1,0.9473395943641664
0,0.1615618020296096
1,0.9074532985687256
0,0.1892282962799072
1,0.5127741694450378
0,0.8540306091308594
1,0.313510537147522
0,0.2450544536113739
1,0.974918782711029
0,0.1302784830331802
1,0.9701262712478638
0,0.8694893717765808
1,0.0251263249665498
0,0.0001535143819637
1,0.3942594230175018
0,0.0208393055945634
1,0.8904503583908081
0,0.0209886841475963
1,0.3943943679332733
0,0.0809386745095253
1,0.5724210739135742
0,0.1132402569055557
1,0.6851499080657959
0,0.0843341201543808
1,0.6805234551429749
0,0.8729265928268433
1,0.7887328863143921
0,0.0410383082926273
1,0.4839951694011688
0,0.0530332662165164
1,0.6903995871543884
0,0.6816982626914978
1,0.8504706025123596
0,0.3200723230838775
1,0.623464047908783
0,0.2239608168601989
1,0.9346784353256226
0,0.0942606702446937
1,0.9636764526367188
0,0.2290226817131042
1,0.9231892228126526
0,0.4886532127857208
1,0.8560314178466797
0,0.8122935891151428
1,0.6832786202430725
0,0.2179926931858062
1,0.8527281284332275
0,0.7807930707931519
1,0.8656356930732727
0,0.7256190180778503
1,0.9871169924736024
0,0.4560471475124359
1,0.7334607243537903
0,0.0302727315574884
1,0.754411518573761
0,0.7756212949752808
1,0.9502963423728944
0,0.1459422409534454
1,0.9405524730682372
0,0.2814618647098541
1,0.9380514025688172
0,0.5228170156478882
1,0.8558778762817383
0,0.1116353422403335
1,0.988460659980774
0,0.4797252416610718
1,0.9750573039054872
0,0.4480813443660736
1,0.8985151052474976
0,0.637394905090332
1,0.848321259021759
0,0.1532605290412902
1,0.8109186291694641
0,0.0113808140158653
1,0.9843263030052184
0,0.3466953635215759
1,0.8153080344200134
0,0.0257802624255418
1,0.2245325595140457
0,0.5010053515434265
1,0.877415657043457
0,0.3251371681690216
1,0.9162643551826476
0,0.4543251097202301
1,0.9685328006744384
0,0.1955766081809997
1,0.8950690031051636
0,0.0620529651641845
