recall,precision
0.0,1.0
0.005025125628140704,0.9597989949748744
0.010050251256281407,0.9195979899497487
0.01507537688442211,0.8793969849246231
0.020100502512562814,0.8735343383584591
0.02512562814070352,0.8835845896147404
0.03015075376884422,0.8936348408710219
0.035175879396984924,0.902211055276382
0.04020100502512563,0.9082412060301508
0.04522613065326633,0.9142713567839195
0.05025125628140704,0.9202010050251257
0.05527638190954774,0.9242211055276381
0.06030150753768844,0.9282412060301507
0.06532663316582915,0.9322613065326634
0.07035175879396985,0.9354391002632209
0.07537688442211056,0.9383106006221584
0.08040201005025126,0.9411821009810961
0.08542713567839195,0.9437544867193107
0.09045226130653267,0.9459081119885141
0.09547738693467336,0.9480617372577171
0.10050251256281408,0.9501675041876048
0.10552763819095477,0.9518425460636516
0.11055276381909548,0.9535175879396984
0.11557788944723618,0.9551926298157454
0.12060301507537688,0.956605248464545
0.12562814070351758,0.9579452819653824
0.1306532663316583,0.9592853154662201
0.135678391959799,0.9605116491548653
0.1407035175879397,0.961608040201005
0.1457286432160804,0.9627044312471448
0.15075376884422112,0.9629511192325262
0.15577889447236182,0.9583828232069438
0.16080402010050251,0.9538145271813614
0.1658291457286432,0.9492462311557789
0.1708542713567839,0.9495097866957163
0.17587939698492464,0.9507397125487579
0.18090452261306533,0.9519696384017993
0.18592964824120603,0.9492716328897233
0.19095477386934673,0.942899110939312
0.19597989949748745,0.9365265889889006
0.20100502512562815,0.9310409188801149
0.20603015075376885,0.929102656137832
0.21105527638190955,0.9271643933955491
0.21608040201005024,0.9252261306532663
0.22110552763819097,0.9261749926101093
0.22613065326633167,0.9275051729234407
0.23115577889447236,0.928835353236772
0.23618090452261306,0.9279461030643414
0.24120603015075376,0.9253596413439749
0.24623115577889448,0.9227731796236082
0.25125628140703515,0.9211532378092734
0.2562814070351759,0.9224328557130338
0.2613065326633166,0.9237124736167939
0.2663316582914573,0.9249920915205543
0.271356783919598,0.9238719223914551
0.2763819095477387,0.9225803399028658
0.2814070351758794,0.9212887574142765
0.2864321608040201,0.9200411490123207
0.2914572864321608,0.9188208758534069
0.2964824120603015,0.9176006026944933
0.30150753768844224,0.916457354381644
0.3065326633165829,0.9154938307096121
0.31155778894472363,0.9145303070375803
0.3165829145728643,0.9135667833655482
0.32160804020100503,0.9111018631228376
0.32663316582914576,0.9086114954806238
0.3316582914572864,0.9061211278384098
0.33668341708542715,0.9047194569807635
0.3417085427135678,0.903862134515401
0.34673366834170855,0.9030048120500382
0.35175879396984927,0.9028215314511865
0.35678391959798994,0.9038900428901409
0.36180904522613067,0.9049585543290952
0.36683417085427134,0.906024556916724
0.37185929648241206,0.9070178028159088
0.3768844221105528,0.9080110487150936
0.38190954773869346,0.9090042946142786
0.3869346733668342,0.9099491322814615
0.3919597989949749,0.9108748318104107
0.3969849246231156,0.9118005313393601
0.4020100502512563,0.9098066947711689
0.40703517587939697,0.9034335540572673
0.4120603015075377,0.8970604133433657
0.4170854271356784,0.8913038419269765
0.4221105527638191,0.8923295327832245
0.4271356783919598,0.8933552236394722
0.4321608040201005,0.89438091449572
0.4371859296482412,0.8944213889835911
0.44221105527638194,0.8941620150115213
0.4472361809045226,0.8939026410394513
0.45226130653266333,0.8941772670086199
0.457286432160804,0.895104559572635
0.4623115577889447,0.8960318521366503
0.46733668341708545,0.8969521201985348
0.4723618090452261,0.8978267289965703
0.47738693467336685,0.8987013377946059
0.4824120603015075,0.8995759465926415
0.48743718592964824,0.9004111291386139
0.49246231155778897,0.9012374608933065
0.49748743718592964,0.9020637926479992
0.5025125628140703,0.9012494660180375
0.507537688442211,0.8987944810034211
0.5125628140703518,0.8963394959888047
0.5175879396984925,0.8942202634585279
0.5226130653266332,0.8935966556312186
0.5276381909547738,0.8929730478039094
0.5326633165829145,0.8923494399766003
0.5376884422110553,0.8929739490139589
0.542713567839196,0.8937904760304975
0.5477386934673367,0.8946070030470361
0.5527638190954774,0.8929893364475593
0.5577889447236181,0.8893800568895245
0.5628140703517588,0.8857707773314898
0.5678391959798995,0.8832009211515439
0.5728643216080402,0.8840463132138903
0.577889447236181,0.8848917052762367
0.5829145728643216,0.885737097338583
0.5879396984924623,0.8865459655347291
0.592964824120603,0.8873515133794024
0.5979899497487438,0.8881570612240758
0.6030150753768845,0.8865247033691592
0.6080402010050251,0.88326707504785
0.6130653266331658,0.8800094467265405
0.6180904522613065,0.8779074194249435
0.6231155778894473,0.878728382937914
0.628140703517588,0.8795493464508841
0.6331658291457286,0.8803703099638543
0.6381909547738693,0.8799549845747945
0.6432160804020101,0.8794970285339406
0.6482412060301508,0.8790390724930865
0.6532663316582915,0.8786259293549158
0.6582914572864321,0.8782369162412664
0.6633165829145728,0.877847903127617
0.6683417085427136,0.8771793955567005
0.6733668341708543,0.8759518990712494
0.678391959798995,0.8747244025857981
0.6834170854271356,0.8734717528079796
0.6884422110552764,0.8707350587804866
0.6934673366834171,0.8679983647529937
0.6984924623115578,0.8652616707255009
0.7035175879396985,0.8626773692650407
0.7085427135678392,0.8601583789047371
0.7135678391959799,0.8576393885444338
0.7185929648241206,0.855731403503248
0.7236180904522613,0.854806340062382
0.7286432160804021,0.8538812766215159
0.7336683417085427,0.8530073005152046
0.7386934673366834,0.8528485470926578
0.7437185929648241,0.852689793670111
0.7487437185929648,0.8525310402475641
0.7537688442211056,0.8503184858413743
0.7587939698492463,0.8474213311073034
0.7638190954773869,0.8445241763732328
