fpr,tpr
0.0,0.0
0.0,0.016666666666666666
0.03333333333333333,0.016666666666666666
0.03333333333333333,0.2
0.05,0.2
0.05,0.3
0.06666666666666667,0.3
0.06666666666666667,0.35
0.08333333333333333,0.35
0.08333333333333333,0.6166666666666667
0.1,0.6166666666666667
0.1,0.7333333333333333
0.11666666666666667,0.7333333333333333
0.11666666666666667,0.7666666666666667
0.15,0.7666666666666667
0.15,0.8333333333333334
0.18333333333333332,0.8333333333333334
0.18333333333333332,0.85
0.2,0.85
0.2,0.8666666666666667
0.23333333333333334,0.8666666666666667
0.23333333333333334,0.8833333333333333
0.26666666666666666,0.8833333333333333
0.26666666666666666,0.9
0.2833333333333333,0.9
0.2833333333333333,0.9166666666666666
0.3333333333333333,0.9166666666666666
0.3333333333333333,0.95
0.36666666666666664,0.95
0.36666666666666664,0.9666666666666667
0.43333333333333335,0.9666666666666667
0.43333333333333335,0.9833333333333333
0.6333333333333333,0.9833333333333333
0.6333333333333333,1.0
1.0,1.0
