fpr,tpr
0.0,0.0
0.0,0.016666666666666666
0.0,0.3333333333333333
0.016666666666666666,0.3333333333333333
0.016666666666666666,0.5166666666666667
0.05,0.5166666666666667
0.05,0.5666666666666667
0.06666666666666667,0.5666666666666667
0.06666666666666667,0.6833333333333333
0.1,0.6833333333333333
0.1,0.7
0.11666666666666667,0.7
0.11666666666666667,0.75
0.13333333333333333,0.75
0.13333333333333333,0.8333333333333334
0.16666666666666666,0.8333333333333334
0.16666666666666666,0.9
0.18333333333333332,0.9
0.18333333333333332,0.9166666666666666
0.21666666666666667,0.9166666666666666
0.21666666666666667,0.9333333333333333
0.25,0.9333333333333333
0.25,0.9666666666666667
0.4666666666666667,0.9666666666666667
0.4666666666666667,0.9833333333333333
0.7166666666666667,0.9833333333333333
0.7166666666666667,1.0
1.0,1.0
