timestamp,pre_active_path,pre_active_sha256,post_sham_path,post_sham_sha256,post_active_path,post_active_sha256,montage_name,kept_channels,sfreq_hz,bands,band_order,n_scales,s_max,n_freqs,window_grid_s,outer_folds_target,inner_folds_target,random_seed,max_epochs,batch_size,lr,weight_decay,patience,device,outer_block_size_pairs_default,outer_embargo_blocks_default,outer_min_pos,outer_min_neg,outer_min_train,outer_min_val,outer_ratio_lo,inner_embargo_blocks,inner_min_pos,inner_min_neg,inner_min_train,inner_min_val,inner_ratio_lo,purge_pairs,USE_TEMP_SCALING,AVG_TWO_SEEDS_INNER,OUTER_SEEDS,USE_AP_SELECTION,LABEL_SMOOTH_EPS,EXPLAIN_CLASS,USE_LOGIT_DELTAS_CLASSICAL,ver_python,ver_numpy,ver_pandas,ver_torch,ver_sklearn,ver_mne,ver_matplotlib,ver_optuna,ver_pygsp,ver_platform,win_4s_outerK,win_4s_block_size,win_4s_embargo,win_4s_pairs
2025-10-21T07:30:03,dataset/baseline.edf,0d0bd1d6ec03d37a4898c26ee6679a8a88a3b00abf7a320ec04f6d8749c5b3aa,dataset/sham.edf,071613e310d12e1a0569a88833a69d9c74d003983ef75efc227b165bcd0eba60,dataset/active.edf,989ad0738085e83a280b38dd42152bea75a024053f17cf93ea0239ef06e918de,standard_1020,AF3;F7;F3;FC5;T7;P7;O1;O2;P8;T8;FC6;F4;F8;AF4,256.0,delta:[1-3];theta:[4-7];alpha:[8-12];beta:[13-30];gamma:[31-45],delta;theta;alpha;beta;gamma,5,0.35,90,4,5,3,42,120,64,0.001,0.001,20,auto,8,2,12,12,100,50,0.75,2,10,10,80,40,0.7,2,True,True,3,True,0.05,active,True,"3.13.5 | packaged by Anaconda, Inc. | (main, Jun 12 2025, 16:09:02) [GCC 11.2.0]",2.3.4,2.3.3,2.9.0+cu128,1.7.2,1.10.2,3.10.7,4.5.0,0.6.1,Linux 6.8.0-60-generic (x86_64),5,12,2,300
