fpr,tpr
0.0,0.0
0.0,0.016666666666666666
0.0,0.4166666666666667
0.03333333333333333,0.4166666666666667
0.03333333333333333,0.5166666666666667
0.06666666666666667,0.5166666666666667
0.06666666666666667,0.5333333333333333
0.08333333333333333,0.5333333333333333
0.08333333333333333,0.7166666666666667
0.1,0.7166666666666667
0.1,0.8166666666666667
0.11666666666666667,0.8166666666666667
0.11666666666666667,0.8333333333333334
0.13333333333333333,0.8333333333333334
0.13333333333333333,0.8833333333333333
0.15,0.8833333333333333
0.15,0.9
0.16666666666666666,0.9
0.16666666666666666,0.9166666666666666
0.25,0.9166666666666666
0.25,0.9666666666666667
0.3,0.9666666666666667
0.3,1.0
1.0,1.0
